utc_date	io_line_item_number	ad_unit	creative_name	channel	web_property	country_code	country	region	city	dma	device_type	browser	os_name	requests	impressions	dropoffs	clicks	conversions	video_starts	mutes	unmutes	pauses	firstquartiles	midpoints	thirdquartiles	completes
2015-06-27	179176	Half Page Ad 300x600	57827-179176-Half Page Buffalo-F150	Career	snagajob.com	us	United States	New York	Buffalo	Buffalo	Desktop	Chrome	Windows Vista	1	1	0	0	0	0	0	0	0	0	0	0	0
2015-05-02	176762	Half Page Ad 300x600	58945-176762-Half Page	News	World Now^^	us	United States	Arkansas	Benton	Little Rock-Pine Bluff	Desktop	Chrome	Windows 7	1	1	0	0	0	0	0	0	0	0	0	0	0
2015-05-13	177669	Half Page Ad 300x600	58370-175585-Half Page Canada_MNI  - MNI Via Rail - VIA Rail Canada v2 Winnipeg MNI - EN - 300x600	Portals	Bidder Pilot	ca	Canada	Manitoba	Steinbach	Unknown	Desktop	Chrome	Windows 8	1	1	0	0	0	0	0	0	0	0	0	0	0
2015-05-01	166596	Tablet  300x250	54917-166596-300x250-CSB-Tablet-Madison	Lifestyle	smithsonianmag.com	us	United States	Wisconsin	Madison	Madison	Tablet	Chrome	Android	2	2	0	0	0	0	0	0	0	0	0	0	0
2015-05-07	167717	Billboard 970x250	56720-167710-IE Business-BB EMEA-Dec 14	News	reuters.com	it	Italy	Bari	Bari	Unknown	Desktop	Chrome	Windows 8	1	1	0	0	0	0	0	0	0	0	0	0	0
2015-05-20	177669	Half Page Ad 300x600	58370-175585-Half Page Canada_MNI  - MNI Via Rail - VIA Rail Canada v2 Winnipeg MNI - EN - 300x600	Portals	Bidder Pilot	ca	Canada	New Brunswick	Jacksonville	Unknown	Desktop	Firefox	Windows 7	3	2	1	0	0	0	0	0	0	0	0	0	0
2015-05-20	177669	Half Page Ad 300x600	58370-175585-Half Page Canada_MNI  - MNI Via Rail - VIA Rail Canada v2 Winnipeg MNI - EN - 300x600	Portals	Bidder Pilot	ca	Canada	Ontario	Ottawa	Unknown	Tablet	Safari	Other	1	1	0	0	0	0	0	0	0	0	0	0	0
2015-04-30	175907	Linear Video Ad	57251-174035-In Stream User Initiated Video- MOAT Demo	Sports	goal	us	United States	Missouri	Chesterfield	St. Louis	Desktop	Chrome	Windows 7	6	0	6	0	0	0	0	0	0	0	0	0	0
2015-05-31	175061	ScreenShift Full Page	58577-175061-PageGrabber X_Smartphone	Entertainment	Music Times	us	United States	Texas	Merit	Dallas-Ft. Worth	SmartPhone	Chrome	Android	2	2	0	1	0	2	0	0	0	0	0	0	0
2015-05-29	175061	ScreenShift Full Page	58577-175061-PageGrabber X_Smartphone	Music	hitfix.com	us	United States	Texas	Dallas	Dallas-Ft. Worth	SmartPhone	Safari	iOS	2	2	0	0	0	2	0	0	0	0	0	0	0
2015-05-01	176762	Half Page Ad 300x600	58945-176762-Half Page	News	dailycaller.com	us	United States	Arkansas	North Little Rock	Little Rock-Pine Bluff	Desktop	Other	Windows 7	1	1	0	0	0	0	0	0	0	0	0	0	0
2015-07-09	179896	Smartphone 320x50	60042-179896-CSB Education No.Cali-Smartphone-320x50	Entertainment	thewrap.com	us	United States	California	Bakersfield	Bakersfield	SmartPhone	Chrome	Android	44	40	4	0	0	0	0	0	0	0	0	0	0
2015-04-30	173320	Leaderboard 728x90	57729-173321-Mobile-Chicago-Tablet-728x90-Dance	Education	National Geographic Sites	us	United States	Indiana	Hammond	Chicago	Tablet	Safari	iOS	1	1	0	0	0	0	0	0	0	0	0	0	0
2015-06-01	175061	ScreenShift Full Page	58577-175061-PageGrabber X_Smartphone	Lifestyle	wideopenspaces.com	us	United States	Texas	Pflugerville	Austin	SmartPhone	Safari	iOS	2	2	0	0	0	2	0	0	0	0	0	0	0
2015-04-30	168908	Half Page Ad 300x600	54850-168907-Premium IPB-300x600	Directories/Resources	whitepages.com	us	United States	Georgia	Marietta	Atlanta	Tablet	Safari	iOS	7	7	0	0	0	0	0	0	0	0	0	0	0
2015-05-28	175061	ScreenShift Full Page	58577-175061-PageGrabber X_Smartphone	Sports	givemesport.com	us	United States	Texas	Austin	Austin	SmartPhone	Chrome	Android	6	5	1	1	0	5	0	0	0	0	0	0	0
2015-04-30	176762	Half Page Ad 300x600	58945-176762-Half Page	Music	hitfix.com	us	United States	Arkansas	North Little Rock	Little Rock-Pine Bluff	Desktop	Chrome	Mac	1	1	0	0	0	0	0	0	0	0	0	0	0
2015-07-06	179896	Smartphone 320x50	60042-179896-CSB Education No.Cali-Smartphone-320x50	News	wtnh.com	us	United States	California	South San Francisco	San Francisco-Oak-San Jose	SmartPhone	Chrome	Android	3	3	0	0	0	0	0	0	0	0	0	0	0
2015-04-30	168908	Medium Rectangle 300x250	54850-168907-Premium IPB-300x250	Business/Finance	ibtimes.co.uk	us	United States	Minnesota	Minneapolis	Minneapolis-St. Paul	Desktop	Chrome	Windows 8	3	0	3	0	0	0	0	0	0	0	0	0	0
2015-05-10	167717	Billboard 970x250	56720-167710-IE Business-BB EMEA-Dec 14	News	reuters.com	it	Italy	Torino	Torino	Unknown	Desktop	Firefox	Windows 8	3	3	0	0	0	0	0	0	0	0	0	0	0
2015-06-26	179176	Half Page Ad 300x600	57827-179176-Half Page Buffalo-F150	Directories/Resources	accuweather.com	us	United States	New York	Buffalo	Buffalo	Desktop	Chrome	Windows 7	2	2	0	0	0	0	0	0	0	0	0	0	0
2015-04-30	166596	Medium Rectangle 300x250	54917-166596-300x250-CSB-Desktop-Madison	Entertainment	Scripps Television Station Group	us	United States	Wisconsin	Verona	Madison	Desktop	Chrome	Windows 7	2	2	0	0	0	0	0	0	0	0	0	0	0
2015-04-30	166596	Medium Rectangle 300x250	54917-166596-300x250-CSB-Desktop-Madison	Business/Finance	TheFiscalTimes.com	us	United States	Wisconsin	Monroe	Madison	Desktop	Chrome	Windows 7	8	7	1	0	0	0	0	0	0	0	0	0	0
2015-05-01	173320	Tablet  300x250	57729-173321-Mobile-Chicago-Tablet-300x250-Lose Mind	Politics	thenation.com	us	United States	Illinois	Alsip	Chicago	Tablet	Safari	iOS	2	2	0	0	0	0	0	0	0	0	0	0	0
2015-04-30	166596	Smartphone 300x250	54917-166596-300x250-CSB-SmartPhone-Madison	News	ijreview.com	us	United States	Wisconsin	Baraboo	Madison	SmartPhone	Safari	iOS	1	1	0	0	0	0	0	0	0	0	0	0	0
2015-05-05	167717	Billboard 970x250	56720-167710-IE Business-BB EMEA-Dec 14	News	reuters.com	it	Italy	Padova	Padova	Unknown	Desktop	Chrome	Windows 7	8	8	0	0	0	0	0	0	0	0	0	0	0
2015-05-10	167717	Billboard 970x250	56720-167710-IE Business-BB EMEA-Dec 14	News	reuters.com	ru	Russian Federation	Krasnodarskiy Kray	Unknown	Unknown	Desktop	Safari	Mac	1	1	0	0	0	0	0	0	0	0	0	0	0
2015-06-26	179176	Half Page Ad 300x600	57827-179176-Half Page Buffalo-F150	Portals	Bidder Pilot	us	United States	New York	Dunkirk	Buffalo	Desktop	Chrome	Windows 8	3	3	0	0	0	0	0	0	0	0	0	0	0
2015-06-29	179176	Half Page Ad 300x600	57827-179176-Half Page Buffalo-F150	Portals	Bidder Pilot	us	United States	California	Emeryville	San Francisco-Oak-San Jose	Desktop	Other	Windows 7	14	13	1	0	0	0	0	0	0	0	0	0	0
2015-05-06	167717	Billboard 970x250	56720-167710-IE Business-BB EMEA-Dec 14	News	reuters.com	us	United States	California	Mountain View	San Francisco-Oak-San Jose	Desktop	IE-8	Windows 7	1	1	0	0	0	0	0	0	0	0	0	0	0
2015-05-19	177669	Half Page Ad 300x600	58370-175585-Half Page Canada_MNI  - MNI Via Rail - VIA Rail Canada v2 Toronto MNI - EN - 300x600	Portals	Bidder Pilot	ca	Canada	Ontario	North York	Unknown	Desktop	Other	Windows 8	8	8	0	0	0	0	0	0	0	0	0	0	0
2015-05-20	177669	Half Page Ad 300x600	58370-175585-Half Page Canada_MNI  - MNI Via Rail - VIA Rail Canada v2 Vancouver MNI - EN - 300x600	Portals	Bidder Pilot	ca	Canada	Ontario	Kingston	Unknown	Desktop	Other	Windows 7	2	2	0	0	0	0	0	0	0	0	0	0	0
2015-05-01	175907	Linear Video Ad	57251-174035-In Stream User Initiated Video- MOAT Demo	Sports	goal	us	United States	Texas	Garland	Dallas-Ft. Worth	Desktop	Chrome	Windows 8	2	0	2	0	0	0	0	0	0	0	0	0	0
2015-04-30	173320	Tablet  728x90	57729-173321-Mobile-Chicago-Tablet-728x90-Dance	News	thedailybeast.com	us	United States	Illinois	Highland Park	Chicago	Tablet	Safari	iOS	24	24	0	0	0	0	0	0	0	0	0	0	0
2015-04-30	168908	Half Page Ad 300x600	54850-168907-Premium IPB-300x600	Entertainment	Spin Media	us	United States	New Hampshire	Hanover	Burlington-Plattsburgh	Desktop	Chrome	Mac	3	3	0	0	0	0	0	0	0	0	0	0	0
2015-04-30	166596	Wide Skyscraper 160x600	54917-166596-160x600-CSB-Desktop-Madison	News	startribune.com	us	United States	Wisconsin	Sun Prairie	Madison	Desktop	Chrome	Windows 7	10	9	1	0	0	0	0	0	0	0	0	0	0
2015-04-30	173320	Smartphone 300x50	57729-173321-Mobile-Chicago-Smarpthone-300x50-Keep Internet	News	guardian.co.uk	us	United States	Illinois	Glen Ellyn	Chicago	SmartPhone	Chrome	Android	1	1	0	0	0	0	0	0	0	0	0	0	0
2015-05-05	177669	Half Page Ad 300x600	58370-175585-Half Page Canada_MNI  - MNI Via Rail - VIA Rail Canada v2 Winnipeg MNI - EN - 300x600	Portals	Bidder Pilot	ca	Canada	Ontario	Orleans	Unknown	Desktop	Safari	Mac	2	2	0	0	0	0	0	0	0	0	0	0	0
2015-04-30	168908	Leaderboard 728x90	54850-168907-Premium IPB-728x90	Education	bibme.org	us	United States	Colorado	Denver	Denver	Desktop	Other	Windows 8	1	1	0	0	0	0	0	0	0	0	0	0	0
2015-04-30	166596	Smartphone 320x50	54917-166596-320x50-CSB-SmartPhone-Madison	Sports	cbssports.com	us	United States	Wisconsin	Evansville	Madison	SmartPhone	Safari	iOS	1	1	0	0	0	0	0	0	0	0	0	0	0
2015-04-30	166596	Smartphone 320x50	54917-166596-320x50-CSB-SmartPhone-Madison	News	thedailybeast.com	us	United States	Wisconsin	Portage	Madison	SmartPhone	Safari	iOS	15	15	0	0	0	0	0	0	0	0	0	0	0
2015-07-06	179896	Leaderboard 728x90	60042-179896-CSB Education No.Cali-Desktop-728x90	Entertainment	people.com	us	United States	California	Larkspur	San Francisco-Oak-San Jose	Desktop	Firefox	Mac	1	1	0	0	0	0	0	0	0	0	0	0	0
2015-07-07	179896	Leaderboard 728x90	60042-179896-CSB Education No.Cali-Tablet-728x90	News	examiner.com	us	United States	California	San Jose	San Francisco-Oak-San Jose	Tablet	Chrome	Android	5	5	0	0	0	0	0	0	0	0	0	0	0
2015-07-08	179896	Leaderboard 728x90	60042-179896-CSB Education No.Cali-Desktop-728x90	Entertainment	people.com	us	United States	California	Madera	Fresno-Visalia	Desktop	Other	Windows 7	1	1	0	0	0	0	0	0	0	0	0	0	0
2015-04-30	166596	Medium Rectangle 300x250	54917-166596-300x250-CSB-Desktop-Madison	Career	monster.com	us	United States	Wisconsin	Middleton	Madison	Desktop	Firefox	Windows 7	3	3	0	0	0	0	0	0	0	0	0	0	0
2015-05-26	175061	ScreenShift Full Page	58577-175061-PageGrabber X_Smartphone	Entertainment	Music Times	us	United States	Texas	Pearland	Houston	SmartPhone	Safari	iOS	1	1	0	0	0	1	0	0	0	0	0	0	0
2015-05-01	176762	Half Page Ad 300x600	58945-176762-Half Page	Directories/Resources	easybib.com	us	United States	Arkansas	Conway	Little Rock-Pine Bluff	Desktop	IE-10	Windows 7	5	5	0	0	0	0	0	0	0	0	0	0	0
2015-04-30	168908	Medium Rectangle 300x250	54850-168907-Premium IPB-300x250	Music	pandora.com	us	United States	Pennsylvania	Hughesville	Wilkes Barre-Scranton	Desktop	Chrome	Windows 7	1	1	0	0	0	0	0	0	0	0	0	0	0
2015-04-30	166596	Leaderboard 728x90	54917-166596-728x90-CSB-Desktop-Madison	Lifestyle	yourtango.com	us	United States	Wisconsin	Middleton	Madison	Desktop	Chrome	Windows 8	2	2	0	0	0	0	0	0	0	0	0	0	0
2015-04-30	176762	FullPage UT	58945-176762-Full Page	News	myfoxatlanta.com	us	United States	Arkansas	Carthage	Little Rock-Pine Bluff	Desktop	Other	Windows 8	1	1	0	0	0	0	0	0	0	0	0	0	0
2015-04-30	168908	Half Page Ad 300x600	54850-168907-Premium IPB-300x600	Entertainment	nationalenquirer.com	us	United States	North Carolina	Reidsville	Greensboro-H.Point-W.Salem	Tablet	Chrome	Android	1	1	0	0	0	0	0	0	0	0	0	0	0
2015-04-30	166596	Leaderboard 728x90	54917-166596-728x90-CSB-Desktop-Madison	News	washingtonexaminer.com	us	United States	Wisconsin	Oregon	Madison	Desktop	Firefox	Windows 7	2	2	0	0	0	0	0	0	0	0	0	0	0
2015-06-28	179176	Half Page Ad 300x600	57827-179176-Half Page Buffalo-F150	News	washingtonexaminer.com	us	United States	New York	North Tonawanda	Buffalo	Desktop	Firefox	Windows 8	1	1	0	0	0	0	0	0	0	0	0	0	0
2015-04-30	168908	Half Page Ad 300x600	54850-168907-Premium IPB-300x600	News	abcnews.go.com	us	United States	Wyoming	Douglas	Casper-Riverton	Desktop	Other	Windows 7	1	1	0	0	0	0	0	0	0	0	0	0	0
2015-05-28	175061	ScreenShift Full Page	58577-175061-PageGrabber X_Smartphone	Music	hitfix.com	us	United States	Texas	San Antonio	San Antonio	SmartPhone	Safari	iOS	1	1	0	0	0	1	0	0	0	0	0	0	0
2015-06-30	179176	Half Page Ad 300x600	57827-179176-Half Page Buffalo-F150	Portals	Bidder Pilot	us	United States	New York	Batavia	Buffalo	Desktop	Firefox	Windows Vista	92	70	22	0	0	0	0	0	0	0	0	0	0
2015-05-01	173320	Tablet  300x250	57729-173321-Mobile-Chicago-Tablet-300x250-Hacker	News	World Now^^	us	United States	Indiana	Michigan City	Chicago	Tablet	Safari	iOS	1	1	0	0	0	0	0	0	0	0	0	0	0
2015-05-06	167717	Billboard 970x250	56720-167710-IE Business-BB EMEA-Dec 14	News	reuters.com	ch	Switzerland	Aargau	Brugg	Unknown	Desktop	Chrome	Windows 7	8	8	0	0	0	0	0	0	0	0	0	0	0
2015-05-07	167717	Billboard 970x250	56720-167710-IE Business-BB EMEA-Dec 14	News	reuters.com	ru	Russian Federation	Moskovskaya Oblast'	Pushkino	Unknown	Desktop	Firefox	Windows XP	1	1	0	0	0	0	0	0	0	0	0	0	0
2015-04-30	176762	Half Page Ad 300x600	58945-176762-Half Page	Entertainment	comicbookresources.com	us	United States	Arkansas	Conway	Little Rock-Pine Bluff	Desktop	Firefox	Windows 7	4	4	0	0	0	0	0	0	0	0	0	0	0
2015-05-15	177669	Half Page Ad 300x600	58370-175585-Half Page Canada_MNI  - MNI Via Rail - VIA Rail Canada v2 Ottawa MNI - EN - 300x600	Portals	Bidder Pilot	ca	Canada	Ontario	Toronto	Unknown	Desktop	Firefox	Mac	2	2	0	0	0	0	0	0	0	0	0	0	0
2015-05-01	166596	Leaderboard 728x90	54917-166596-728x90-CSB-Desktop-Madison	Shopping	coupons.com	us	United States	Wisconsin	Middleton	Madison	Desktop	Other	Windows 8	1	1	0	0	0	0	0	0	0	0	0	0	0
2015-05-30	175061	ScreenShift Full Page	58577-175061-PageGrabber X_Smartphone	Sports	collegespun.com	us	United States	Texas	Seguin	San Antonio	SmartPhone	Chrome	Android	1	1	0	0	0	1	0	0	0	0	0	0	0
2015-05-31	175061	ScreenShift Full Page	58577-175061-PageGrabber X_Smartphone	Entertainment	Music Times	us	United States	Texas	Round Rock	Austin	SmartPhone	Safari	iOS	11	11	0	3	0	10	0	0	0	0	0	0	0
2015-04-30	168908	Wide Skyscraper 160x600	54850-168907-Premium IPB-160x600	Entertainment	starpulse.com	us	United States	Montana	St Ignatius	Missoula	Desktop	Chrome	Windows 7	1	1	0	0	0	0	0	0	0	0	0	0	0
2015-06-26	179176	Half Page Ad 300x600	57827-179176-Half Page Buffalo-F150	Portals	Bidder Pilot	us	United States	New York	North Tonawanda	Buffalo	Desktop	Safari	Mac	19	19	0	0	0	0	0	0	0	0	0	0	0
2015-04-30	173320	Leaderboard 728x90	57729-173321-Mobile-Chicago-Tablet-728x90-Hacker	Politics	townhall.com	us	United States	Illinois	Westchester	Chicago	Tablet	Safari	iOS	1	1	0	0	0	0	0	0	0	0	0	0	0
2015-04-30	173320	Smartphone 320x50	57729-173321-Mobile-Chicago-Smarpthone-320x50-Peace Love	News	thedailybeast.com	us	United States	Illinois	Wauconda	Chicago	SmartPhone	Safari	iOS	3	3	0	0	0	0	0	0	0	0	0	0	0
2015-04-30	168908	Half Page Ad 300x600	54850-168907-Premium IPB-300x600	Entertainment	nationalenquirer.com	us	United States	Texas	Tomball	Houston	Tablet	Safari	iOS	1	1	0	0	0	0	0	0	0	0	0	0	0
2015-05-01	175907	Linear Video Ad	57251-174035-In Stream User Initiated Video- MOAT Demo	Sports	goal	us	United States	Colorado	Parker	Denver	Desktop	Chrome	Mac	2	0	2	0	0	0	0	0	0	0	0	0	0
2015-06-30	179176	Half Page Ad 300x600	57827-179176-Half Page Buffalo-F150	Portals	Bidder Pilot	us	United States	New York	Dunkirk	Buffalo	Desktop	IE-8	Windows 7	28	28	0	0	0	0	0	0	0	0	0	0	0
2015-05-09	167717	Billboard 970x250	56720-167710-IE Business-BB EMEA-Dec 14	News	reuters.com	va	Holy See (Vatican City State)	Unknown	Unknown	Unknown	Desktop	Chrome	Windows 7	1	1	0	0	0	0	0	0	0	0	0	0	0
2015-05-20	177669	Half Page Ad 300x600	58370-175585-Half Page Canada_MNI  - MNI Via Rail - VIA Rail Canada v2 Vancouver MNI - EN - 300x600	Portals	Bidder Pilot	ca	Canada	Alberta	Edmonton	Unknown	Desktop	IE-9	Windows 8	1	1	0	0	0	0	0	0	0	0	0	0	0
2015-04-30	176762	Half Page Ad 300x600	58945-176762-Half Page	Directories/Resources	easybib.com	us	United States	Arkansas	Cabot	Little Rock-Pine Bluff	Desktop	Firefox	Windows 7	3	3	0	0	0	0	0	0	0	0	0	0	0
2015-05-07	177669	Half Page Ad 300x600	58370-175585-Half Page Canada_MNI  - MNI Via Rail - VIA Rail Canada v2 Toronto MNI - EN - 300x600	Portals	Bidder Pilot	ca	Canada	British Columbia	Burnaby	Unknown	Desktop	Chrome	Windows 7	8	8	0	0	0	0	0	0	0	0	0	0	0
2015-04-30	176762	FullPage UT	58945-176762-Full Page	Education	citationmachine.net	us	United States	Arkansas	Sheridan	Little Rock-Pine Bluff	Desktop	Chrome	Mac	1	1	0	0	0	0	0	0	0	0	0	0	0
2015-04-30	173320	Leaderboard 728x90	57729-173321-Mobile-Chicago-Tablet-728x90-Lose Mind	Politics	townhall.com	us	United States	Indiana	Chesterton	Chicago	Tablet	Safari	iOS	1	1	0	0	0	0	0	0	0	0	0	0	0
2015-05-07	167717	Billboard 970x250	56720-167710-IE Business-BB EMEA-Dec 14	News	reuters.com	it	Italy	Torino	Torino	Unknown	Desktop	Chrome	Windows 7	17	17	0	0	0	0	0	0	0	0	0	0	0
2015-05-19	177669	Half Page Ad 300x600	58370-175585-Half Page Canada_MNI  - MNI Via Rail - VIA Rail Canada v2 Toronto MNI - EN - 300x600	Portals	Bidder Pilot	ca	Canada	Alberta	Goodfish Lake	Unknown	Desktop	Other	Windows 8	1	1	0	0	0	0	0	0	0	0	0	0	0
2015-04-30	175907	Linear Video Ad	57251-174035-In Stream User Initiated Video- MOAT BT	Sports	goal	us	United States	Florida	Miami	Miami-Ft. Lauderdale	Desktop	Chrome	Windows 7	10	0	10	0	0	0	0	0	0	0	0	0	0
2015-04-30	175907	Linear Video Ad	57251-174035-In Stream User Initiated Video- MOAT BT	Sports	goal	us	United States	New York	Tarrytown	New York	Desktop	Chrome	Windows XP	2	0	2	0	0	0	0	0	0	0	0	0	0
2015-04-30	173320	Leaderboard 728x90	57729-173321-Mobile-Chicago-Tablet-728x90-Live Well	News	washingtonexaminer.com	us	United States	Illinois	Oak Park	Chicago	Tablet	Safari	iOS	2	2	0	0	0	0	0	0	0	0	0	0	0
2015-04-30	176762	Half Page Ad 300x600	58945-176762-Half Page	News	International Business Times^^	us	United States	Arkansas	Little Rock	Little Rock-Pine Bluff	Desktop	Chrome	Windows 8	5	5	0	0	0	0	0	0	0	0	0	0	0
2015-07-07	179896	Leaderboard 728x90	60042-179896-CSB Education No.Cali-Tablet-728x90	Lifestyle	Meredith	us	United States	California	Dublin	San Francisco-Oak-San Jose	Tablet	Safari	iOS	2	2	0	0	0	0	0	0	0	0	0	0	0
2015-06-30	179176	Half Page Ad 300x600	57827-179176-Half Page Buffalo-F150	Portals	Bidder Pilot	us	United States	Florida	Seffner	Tampa-St. Pete (Sarasota)	Desktop	Other	Windows 7	1	1	0	0	0	0	0	0	0	0	0	0	0
2015-06-29	179176	Half Page Ad 300x600	57827-179176-Half Page Buffalo-F150	Portals	Bidder Pilot	us	United States	New York	Whitesville	Buffalo	Desktop	Other	Windows 7	7	7	0	0	0	0	0	0	0	0	0	0	0
2015-05-30	175061	ScreenShift Full Page	58577-175061-PageGrabber X_Smartphone	News	examiner.com	us	United States	Oklahoma	Okarche	Oklahoma City	SmartPhone	Safari	iOS	1	1	0	0	0	1	0	0	0	0	0	0	0
2015-04-30	175907	Linear Video Ad	57251-174035-In Stream User Initiated Video- MOAT Demo	News	cnn.com	us	United States	California	Valley Village	Los Angeles	Desktop	Firefox	Mac	2	0	2	0	0	0	0	0	0	0	0	0	0
2015-05-01	175907	Linear Video Ad	57251-174035-In Stream User Initiated Video- MOAT BT	Sports	goal	us	United States	New York	New York	New York	Desktop	Firefox	Mac	3	0	3	0	0	0	0	0	0	0	0	0	0
2015-04-30	166596	Leaderboard 728x90	54917-166596-728x90-CSB-Desktop-Madison	Health	Lifescript.com	us	United States	Wisconsin	Middleton	Madison	Desktop	IE-9	Windows Vista	1	1	0	0	0	0	0	0	0	0	0	0	0
2015-04-30	168908	Wide Skyscraper 160x600	54850-168907-Premium IPB-160x600	Entertainment	starpulse.com	us	United States	Louisiana	Prairieville	Baton Rouge	Desktop	Other	Windows 7	2	2	0	0	0	0	0	0	0	0	0	0	0
